sobel: 2.5854s
canny: 1.2202s
kovalevsky: 0.6315s
         794736 function calls (772285 primitive calls) in 4.499 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 shift_jis_2004.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1158(create_module)
        1    0.000    0.000    0.000    0.000 threading.py:394(notify)
        1    0.000    0.000    0.000    0.000 _info.py:34(__array_namespace_info__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 cp865.py:9(Codec)
        4    0.000    0.000    0.000    0.000 _multiufuncs.py:73(_override_resolve_out_shapes)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 __init__.py:322(PackagePath)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 cp863.py:9(Codec)
        1    0.000    0.000    0.000    0.000 __init__.py:795(_SharedFile)
        1    0.000    0.000    0.000    0.000 cp1253.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 core.py:1328(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:269(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:48(PackageNotFoundError)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       14    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        4    0.000    0.000    0.000    0.000 core.py:3493(dtype)
        1    0.000    0.000    0.000    0.000 abc.py:80(ResourceLoader)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(SpecPath)
        1    0.000    0.000    0.000    0.000 __init__.py:2091(PyZipFile)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:72(_DTypeDict)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _typing.py:44(JustFloat)
        1    0.000    0.000    0.000    0.000 __init__.py:82(InitializedState)
        1    0.000    0.000    0.000    0.000 _base.py:111(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 iso2022_kr.py:12(Codec)
        1    0.000    0.000    0.000    0.000 Image.py:3022(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 _base.py:74(_AsCompletedWaiter)
        8    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       10    0.000    0.000    0.000    0.000 fromnumeric.py:2584(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 _globals.py:52(__new__)
        1    0.000    0.000    0.000    0.000 _base.py:96(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 calendar.py:611(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 introspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_is_case_sensitive)
        1    0.000    0.000    0.000    0.000 unique.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 ImageFile.py:882(PyEncoder)
        1    0.000    0.000    0.000    0.000 core.py:2438(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 latin_1.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:838(_Tellable)
        1    0.000    0.000    0.000    0.000 cp1258.py:9(Codec)
        2    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
        1    0.000    0.000    0.000    0.000 records.py:196(record)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:475(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 calendar.py:200(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:52(JustComplex)
        1    0.000    0.000    0.000    0.000 _linalg.py:33(EighResult)
        1    0.000    0.000    0.000    0.000 errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 specfun.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:503(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 cp273.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp858.py:9(Codec)
        1    0.000    0.000    0.000    0.000 ImageFile.py:750(PyCodec)
        1    0.000    0.000    0.000    0.000 _datasource.py:532(Repository)
        6    0.000    0.000    0.000    0.000 case.py:426(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 extras.py:230(_fromnxfunction)
        6    0.000    0.000    0.000    0.000 typing.py:3047(<lambda>)
        1    0.000    0.000    0.000    0.000 mac_greek.py:9(Codec)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 mac_roman.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1255.py:9(Codec)
        1    0.000    0.000    0.000    0.000 doccer.py:23(Decorator)
        1    0.000    0.000    0.000    0.000 cp1256.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:706(Lookup)
        1    0.000    0.000    0.000    0.000 _util.py:591(_ScalarFunctionWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:1202(FileHandler)
        1    0.000    0.000    0.000    0.000 cp1253.py:9(Codec)
        1    0.000    0.000    0.000    0.000 memmap.py:21(memmap)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:82(_SupportsDType)
        1    0.000    0.000    0.000    0.000 threading.py:532(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 abc.py:149(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 core.py:8771(_convert2ma)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 records.py:282(recarray)
        1    0.000    0.000    0.000    0.000 utils.py:2153(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 core.py:6981(_extrema_operation)
        3    0.000    0.000    0.000    0.000 __init__.py:510(CFunctionType)
        1    0.000    0.000    0.000    0.000 hz.py:12(Codec)
        1    0.000    0.000    0.000    0.000 __init__.py:1287(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:165(FastLookup)
        2    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 __init__.py:764(legacy_normalize)
        1    0.000    0.000    0.000    0.000 cp869.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1256.py:9(Codec)
        1    0.000    0.000    0.000    0.000 TiffTags.py:32(TagInfo)
        1    0.000    0.000    0.000    0.000 hz.py:16(IncrementalEncoder)
        4    0.000    0.000    0.000    0.000 _natype.py:56(_create_unary_propagating_op)
        1    0.000    0.000    0.000    0.000 loader.py:22(_FailedTest)
        1    0.000    0.000    0.000    0.000 cp737.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 core.py:2656(MaskedIterator)
        1    0.000    0.000    0.000    0.000 utils.py:78(_DecoratorBaseClass)
        1    0.000    0.000    0.000    0.000 auxfuncs.py:606(__init__)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:387(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 utils.py:164(deprecate_parameter)
        3    0.000    0.000    0.000    0.000 core.py:1408(getmask)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        1    0.000    0.000    0.000    0.000 records.py:56(format_parser)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:643(ndindex)
        1    0.000    0.000    0.000    0.000 f2py2e.py:537(CombineIncludePaths)
        1    0.000    0.000    0.000    0.000 utils.py:77(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:338(FileHash)
        1    0.000    0.000    0.000    0.000 __init__.py:727(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 symbolic.py:1283(_Pair)
        1    0.000    0.000    0.000    0.000 cp720.py:11(Codec)
        1    0.000    0.000    0.000    0.000 calendar.py:632(LocaleHTMLCalendar)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:200(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp850.py:9(Codec)
        1    0.000    0.000    0.000    0.000 abc.py:195(SourceLoader)
        1    0.000    0.000    0.000    0.000 cp857.py:9(Codec)
        1    0.000    0.000    0.000    0.000 _util.py:579(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 cp932.py:12(Codec)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:257(_Unframer)
        1    0.000    0.000    0.000    0.000 case.py:1423(_SubTest)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        1    0.000    0.000    0.000    0.000 ImageMode.py:22(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 cp1006.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp273.py:9(Codec)
        1    0.000    0.000    0.000    0.000 threading.py:1356(_make_invoke_excepthook)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 cp865.py:17(IncrementalEncoder)
        5    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 cp1251.py:9(Codec)
        1    0.000    0.000    0.000    0.000 latin_1.py:13(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_10.py:9(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_11.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 iso2022_jp_2.py:12(Codec)
        1    0.000    0.000    0.000    0.000 _aliases.py:195(UniqueInverseResult)
        2    0.000    0.000    0.000    0.000 calendar.py:120(__init__)
        1    0.000    0.000    0.000    0.000 cp856.py:9(Codec)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2290(IPv6Network)
        1    0.000    0.000    0.000    0.000 gb18030.py:12(Codec)
        1    0.000    0.000    0.000    0.000 _aliases.py:190(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:363(errstate)
        1    0.000    0.000    0.000    0.000 cp1252.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1140.py:9(Codec)
        1    0.000    0.000    0.000    0.000 suite.py:328(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 core.py:1022(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 _backend.py:412(Dispatchable)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2004.py:12(Codec)
        3    0.000    0.000    0.000    0.000 core.py:850(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:586(different_locale)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:586(__init__)
        1    0.000    0.000    0.000    0.000 cp1258.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 _globals.py:32(_NoValueType)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:321(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2285(NullHandler)
        1    0.000    0.000    0.000    0.000 cp1254.py:9(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_11.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp860.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1255.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 pathlib.py:263(_PathParents)
        1    0.000    0.000    0.000    0.000 _label.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:806(Filterer)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 _datasource.py:73(_FileOpeners)
        1    0.000    0.000    0.000    0.000 mac_turkish.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 _testutils.py:56(PytestTester)
        1    0.000    0.000    0.000    0.000 _linalg.py:37(QRResult)
        1    0.000    0.000    0.000    0.000 pathlib.py:1413(PosixPath)
        1    0.000    0.000    0.000    0.000 cp852.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1026.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp737.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp861.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp1125.py:9(Codec)
        1    0.000    0.000    0.000    0.000 shift_jis_2004.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 euc_jis_2004.py:12(Codec)
        1    0.000    0.000    0.000    0.000 __init__.py:286(LogRecord)
        1    0.000    0.000    0.000    0.000 argparse.py:1722(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 symbolic.py:109(OpError)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:593(ndenumerate)
        1    0.000    0.000    0.000    0.000 _base.py:141(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 cp1257.py:17(IncrementalEncoder)
        2    0.000    0.000    0.000    0.000 __init__.py:34(_rename_parameter)
        1    0.000    0.000    0.000    0.000 _linalg.py:45(SVDResult)
        1    0.000    0.000    0.000    0.000 __init__.py:1373(disable)
        5    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 case.py:283(_AssertWarnsContext)
